"utterance","correct_answer","rt","feature_type","response","correct_color","slide_number_in_experiment","feature","correct_material","object","workerid","Answer.time_in_minutes","label","item","speaker_cond"
"","['no']",NA,"['material']","[1039, 'no']","['silver']","84","['wood']","['metal']","",117,4.05121666666667,"spoon_metal_original","['spoon']","list4"
"","['yes']",NA,"['color']","[910, 'yes']","['green']","85","['green']","['plastic']","",117,4.05121666666667,"spoon_plastic_green","['spoon']","list4"
"","['yes']",NA,"['material']","[1087, 'yes']","['brown']","86","['wood']","['wood']","",117,4.05121666666667,"table_wood_original","['table']","list4"
"","['no']",NA,"['color']","[864, 'no']","['green']","87","['pink']","['leather']","",117,4.05121666666667,"boot_leather_green","['boot']","list4"
"","['yes']",NA,"['color']","[846, 'yes']","['blue']","88","['blue']","['plastic']","",117,4.05121666666667,"cup_plastic_blue","['cup']","list4"
"","['no']",NA,"['material']","[942, 'no']","['green']","89","['paper']","['metal']","",117,4.05121666666667,"table_metal_green","['table']","list4"
"","['yes']",NA,"['color']","[929, 'yes']","['clear']","90","['clear']","['glass']","",117,4.05121666666667,"pitcher_glass_original","['pitcher']","list4"
"bot_check","",0,"","Jessica","","bot_check","","","Jessica",118,3.41056666666667,"","","list4"
"","['no']",NA,"['material']","[1453, 'no']","['silver']","practice_trial","['glass']","['metal']","",118,3.41056666666667,"ball_metal_original","['ball']","list4"
"","['yes']",NA,"['color']","[999, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",118,3.41056666666667,"door_wood_yellow","['door']","list4"
"","['no']",NA,"['color']","[817, 'no']","['blue']","practice_trial","['red']","['metal']","",118,3.41056666666667,"ruler_metal_blue","['bag']","list4"
"","['yes']",NA,"['material']","[1152, 'yes']","['red']","practice_trial","['plastic']","['plastic']","",118,3.41056666666667,"ball_plastic_red","['ball']","list4"
"","['yes']",NA,"['color']","[1239, 'yes']","['blue']","10","['blue']","['denim']","",118,3.41056666666667,"jacket_denim_original","['jacket']","list4"
"","['no']",NA,"['color']","[816, 'no']","['blue']","11","['black']","['wood']","",118,3.41056666666667,"spoon_wood_blue","['spoon']","list4"
"","['yes']",NA,"['material']","[1064, 'yes']","['green']","12","['leather']","['leather']","",118,3.41056666666667,"jacket_leather_green","['jacket']","list4"
"","['no']",NA,"['color']","[697, 'no']","['blue']","13","['black']","['glass']","",118,3.41056666666667,"bowl_glass_blue","['bowl']","list4"
"","['yes']",NA,"['material']","[712, 'yes']","['clear']","14","['glass']","['glass']","",118,3.41056666666667,"bottle_glass_original","['bottle']","list4"
"","['yes']",NA,"['color']","[830, 'yes']","['green']","15","['green']","['plastic']","",118,3.41056666666667,"spoon_plastic_green","['spoon']","list4"
"","['no']",NA,"['material']","[734, 'no']","['brown']","16","['metal']","['rubber']","",118,3.41056666666667,"boot_rubber_brown","['boot']","list4"
"","['no']",NA,"['material']","[744, 'no']","['blue']","17","['paper']","['metal']","",118,3.41056666666667,"pitcher_metal_blue","['pitcher']","list4"
"","['no']",NA,"['material']","[767, 'no']","['blue']","18","['glass']","['paper']","",118,3.41056666666667,"bag_paper_blue","['bag']","list4"
"","['yes']",NA,"['color']","[696, 'yes']","['green']","19","['green']","['paper']","",118,3.41056666666667,"bag_paper_green","['bag']","list4"
"","['yes']",NA,"['material']","[689, 'yes']","['green']","20","['plastic']","['plastic']","",118,3.41056666666667,"chair_plastic_green","['chair']","list4"
"","['yes']",NA,"['color']","[713, 'yes']","['white']","21","['white']","['plastic']","",118,3.41056666666667,"bag_plastic_original","['bag']","list4"
"","['yes']",NA,"['color']","[683, 'yes']","['blue']","22","['blue']","['plastic']","",118,3.41056666666667,"pitcher_plastic_blue","['pitcher']","list4"
"","['no']",NA,"['color']","[919, 'no']","['green']","23","['clear']","['metal']","",118,3.41056666666667,"chair_metal_green","['chair']","list4"
"","['yes']",NA,"['color']","[737, 'yes']","['brown']","24","['brown']","['wood']","",118,3.41056666666667,"spoon_wood_original","['spoon']","list4"
"","['no']",NA,"['color']","[776, 'no']","['pink']","25","['silver']","['plastic']","",118,3.41056666666667,"plate_plastic_pink","['plate']","list4"
"","['yes']",NA,"['color']","[640, 'yes']","['blue']","26","['blue']","['plastic']","",118,3.41056666666667,"cup_plastic_blue","['cup']","list4"
"","['yes']",NA,"['material']","[894, 'yes']","['blue']","27","['glass']","['glass']","",118,3.41056666666667,"pitcher_glass_blue","['pitcher']","list4"
"","['no']",NA,"['material']","[919, 'no']","['blue']","28","['plastic']","['wood']","",118,3.41056666666667,"box_wood_blue","['box']","list4"
"","['yes']",NA,"['material']","[720, 'yes']","['white']","29","['plastic']","['plastic']","",118,3.41056666666667,"spoon_plastic_original","['spoon']","list4"
"","['no']",NA,"['material']","[710, 'no']","['silver']","30","['wood']","['metal']","",118,3.41056666666667,"spoon_metal_original","['spoon']","list4"
"","['no']",NA,"['color']","[688, 'no']","['green']","31","['pink']","['leather']","",118,3.41056666666667,"boot_leather_green","['boot']","list4"
"","['yes']",NA,"['color']","[625, 'yes']","['blue']","32","['blue']","['paper']","",118,3.41056666666667,"plate_paper_blue","['plate']","list4"
"","['no']",NA,"['color']","[742, 'no']","['green']","33","['purple']","['metal']","",118,3.41056666666667,"pitcher_metal_green","['pitcher']","list4"
"","['no']",NA,"['color']","[599, 'no']","['green']","34","['brown']","['wood']","",118,3.41056666666667,"chair_wood_green","['chair']","list4"
"","['yes']",NA,"['material']","[824, 'yes']","['blue']","35","['plastic']","['plastic']","",118,3.41056666666667,"bag_plastic_blue","['bag']","list4"
"","['no']",NA,"['color']","[704, 'no']","['silver']","36","['clear']","['metal']","",118,3.41056666666667,"cup_metal_original","['cup']","list4"
"","['no']",NA,"['material']","[758, 'no']","['green']","37","['rubber']","['plastic']","",118,3.41056666666667,"bag_plastic_green","['bag']","list4"
"","['no']",NA,"['material']","[711, 'no']","['green']","38","['denim']","['plastic']","",118,3.41056666666667,"cup_plastic_green","['cup']","list4"
"","['no']",NA,"['material']","[672, 'no']","['silver']","39","['wood']","['metal']","",118,3.41056666666667,"bowl_metal_original","['bowl']","list4"
"","['yes']",NA,"['material']","[664, 'yes']","['brown']","40","['cardboard']","['cardboard']","",118,3.41056666666667,"box_cardboard_original","['box']","list4"
"","['yes']",NA,"['material']","[696, 'yes']","['brown']","41","['wood']","['wood']","",118,3.41056666666667,"table_wood_original","['table']","list4"
"","['no']",NA,"['color']","[702, 'no']","['blue']","42","['silver']","['plastic']","",118,3.41056666666667,"bottle_plastic_blue","['bottle']","list4"
"","['yes']",NA,"['material']","[711, 'yes']","['blue']","43","['wood']","['wood']","",118,3.41056666666667,"table_wood_blue","['table']","list4"
"","['yes']",NA,"['material']","[913, 'yes']","['green']","44","['metal']","['metal']","",118,3.41056666666667,"bowl_metal_green","['bowl']","list4"
"","['yes']",NA,"['color']","[704, 'yes']","['purple']","45","['purple']","['plastic']","",118,3.41056666666667,"chair_plastic_purple","['chair']","list4"
"","['yes']",NA,"['material']","[960, 'yes']","['brown']","46","['leather']","['leather']","",118,3.41056666666667,"boot_leather_brown","['boot']","list4"
"","['yes']",NA,"['color']","[697, 'yes']","['green']","47","['green']","['cardboard']","",118,3.41056666666667,"box_cardboard_green","['box']","list4"
"","['no']",NA,"['material']","[689, 'no']","['silver']","48","['paper']","['metal']","",118,3.41056666666667,"chair_metal_original","['chair']","list4"
"","['yes']",NA,"['material']","[656, 'yes']","['clear']","49","['plastic']","['plastic']","",118,3.41056666666667,"cup_plastic_original","['cup']","list4"
"","['yes']",NA,"['color']","[872, 'yes']","['green']","50","['green']","['wood']","",118,3.41056666666667,"table_wood_green","['table']","list4"
"","['yes']",NA,"['material']","[658, 'yes']","['silver']","51","['metal']","['metal']","",118,3.41056666666667,"pitcher_metal_original","['pitcher']","list4"
"","['no']",NA,"['material']","[946, 'no']","['purple']","52","['plastic']","['leather']","",118,3.41056666666667,"jacket_leather_purple","['jacket']","list4"
"","['yes']",NA,"['color']","[632, 'yes']","['black']","53","['black']","['leather']","",118,3.41056666666667,"jacket_leather_original","['jacket']","list4"
"","['no']",NA,"['color']","[783, 'no']","['white']","54","['brown']","['plastic']","",118,3.41056666666667,"pitcher_plastic_original","['pitcher']","list4"
"","['yes']",NA,"['material']","[920, 'no']","['blue']","55","['metal']","['metal']","",118,3.41056666666667,"table_metal_blue","['table']","list4"
"","['no']",NA,"['material']","[750, 'no']","['green']","56","['cardboard']","['plastic']","",118,3.41056666666667,"bottle_plastic_green","['bottle']","list4"
"","['no']",NA,"['material']","[864, 'no']","['purple']","57","['plastic']","['denim']","",118,3.41056666666667,"jacket_denim_purple","['jacket']","list4"
"","['no']",NA,"['color']","[687, 'no']","['green']","58","['brown']","['plastic']","",118,3.41056666666667,"plate_plastic_green","['plate']","list4"
"","['no']",NA,"['material']","[743, 'no']","['purple']","59","['rubber']","['wood']","",118,3.41056666666667,"chair_wood_purple","['chair']","list4"
"","['no']",NA,"['material']","[752, 'no']","['green']","60","['cardboard']","['glass']","",118,3.41056666666667,"bottle_glass_green","['bottle']","list4"
"","['no']",NA,"['color']","[903, 'no']","['green']","61","['red']","['rubber']","",118,3.41056666666667,"boot_rubber_green","['boot']","list4"
"","['yes']",NA,"['material']","[632, 'yes']","['clear']","62","['glass']","['glass']","",118,3.41056666666667,"bowl_glass_original","['bowl']","list4"
"","['yes']",NA,"['color']","[705, 'yes']","['blue']","63","['blue']","['metal']","",118,3.41056666666667,"bowl_metal_blue","['bowl']","list4"
"","['yes']",NA,"['color']","[665, 'yes']","['black']","64","['black']","['leather']","",118,3.41056666666667,"boot_leather_original","['boot']","list4"
"","['yes']",NA,"['color']","[664, 'yes']","['blue']","65","['blue']","['glass']","",118,3.41056666666667,"bottle_glass_blue","['bottle']","list4"
"","['no']",NA,"['color']","[1017, 'no']","['green']","66","['black']","['metal']","",118,3.41056666666667,"spoon_metal_green","['spoon']","list4"
"","['no']",NA,"['material']","[1886, 'no']","['green']","67","['denim']","['plastic']","",118,3.41056666666667,"pitcher_plastic_green","['pitcher']","list4"
"","['no']",NA,"['material']","[673, 'no']","['green']","68","['paper']","['metal']","",118,3.41056666666667,"table_metal_green","['table']","list4"
"","['no']",NA,"['material']","[729, 'yes']","['green']","69","['plastic']","['wood']","",118,3.41056666666667,"spoon_wood_green","['spoon']","list4"
"","['yes']",NA,"['material']","[1168, 'no']","['green']","70","['rubber']","['rubber']","",118,3.41056666666667,"boot_rubber_original","['boot']","list4"
"","['yes']",NA,"['material']","[640, 'yes']","['brown']","71","['wood']","['wood']","",118,3.41056666666667,"chair_wood_original","['chair']","list4"
"","['yes']",NA,"['material']","[800, 'yes']","['brown']","72","['wood']","['wood']","",118,3.41056666666667,"box_wood_original","['box']","list4"
"","['yes']",NA,"['color']","[648, 'yes']","['green']","73","['green']","['wood']","",118,3.41056666666667,"box_wood_green","['box']","list4"
"","['yes']",NA,"['color']","[727, 'yes']","['clear']","74","['clear']","['plastic']","",118,3.41056666666667,"bottle_plastic_original","['bottle']","list4"
"","['no']",NA,"['color']","[801, 'no']","['blue']","75","['purple']","['cardboard']","",118,3.41056666666667,"box_cardboard_blue","['box']","list4"
"","['no']",NA,"['color']","[632, 'no']","['brown']","76","['pink']","['paper']","",118,3.41056666666667,"bag_paper_original","['bag']","list4"
"","['yes']",NA,"['color']","[722, 'yes']","['purple']","77","['purple']","['metal']","",118,3.41056666666667,"chair_metal_purple","['chair']","list4"
"","['no']",NA,"['material']","[775, 'no']","['green']","78","['metal']","['glass']","",118,3.41056666666667,"bowl_glass_green","['bowl']","list4"
"","['yes']",NA,"['color']","[664, 'yes']","['blue']","79","['blue']","['plastic']","",118,3.41056666666667,"plate_plastic_original","['plate']","list4"
"","['yes']",NA,"['material']","[1103, 'yes']","['green']","80","['paper']","['paper']","",118,3.41056666666667,"plate_paper_green","['plate']","list4"
"","['no']",NA,"['color']","[903, 'no']","['green']","81","['red']","['glass']","",118,3.41056666666667,"pitcher_glass_green","['pitcher']","list4"
"","['no']",NA,"['material']","[722, 'no']","['blue']","82","['cardboard']","['metal']","",118,3.41056666666667,"cup_metal_blue","['cup']","list4"
"","['no']",NA,"['color']","[917, 'yes']","['silver']","83","['black']","['metal']","",118,3.41056666666667,"table_metal_original","['table']","list4"
"","['no']",NA,"['color']","[904, 'no']","['blue']","84","['clear']","['plastic']","",118,3.41056666666667,"spoon_plastic_blue","['spoon']","list4"
"","['no']",NA,"['color']","[768, 'no']","['green']","85","['black']","['denim']","",118,3.41056666666667,"jacket_denim_green","['jacket']","list4"
"","['yes']",NA,"['material']","[769, 'no']","['blue']","86","['metal']","['metal']","",118,3.41056666666667,"spoon_metal_blue","['spoon']","list4"
"","['no']",NA,"['color']","[1785, 'no']","['white']","87","['purple']","['paper']","",118,3.41056666666667,"plate_paper_original","['plate']","list4"
"","['no']",NA,"['material']","[945, 'no']","['blue']","88","['wood']","['plastic']","",118,3.41056666666667,"chair_plastic_original","['chair']","list4"
"","['yes']",NA,"['color']","[674, 'yes']","['clear']","89","['clear']","['glass']","",118,3.41056666666667,"pitcher_glass_original","['pitcher']","list4"
"","['yes']",NA,"['material']","[808, 'yes']","['green']","90","['metal']","['metal']","",118,3.41056666666667,"cup_metal_green","['cup']","list4"
"bot_check","",0,"","Mary","","bot_check","","","Mary",119,2.51268333333333,"","","list4"
"","['no']",NA,"['material']","[197, 'yes']","['silver']","practice_trial","['glass']","['metal']","",119,2.51268333333333,"ball_metal_original","['ball']","list4"
"","['yes']",NA,"['color']","[1577, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",119,2.51268333333333,"door_wood_yellow","['door']","list4"
"","['no']",NA,"['color']","[307, 'no']","['blue']","practice_trial","['red']","['metal']","",119,2.51268333333333,"ruler_metal_blue","['bag']","list4"
"","['yes']",NA,"['material']","[168, 'no']","['red']","practice_trial","['plastic']","['plastic']","",119,2.51268333333333,"ball_plastic_red","['ball']","list4"
"","['no']",NA,"['color']","[100, 'no']","['green']","10","['brown']","['wood']","",119,2.51268333333333,"chair_wood_green","['chair']","list4"
"","['no']",NA,"['color']","[143, 'yes']","['green']","11","['brown']","['plastic']","",119,2.51268333333333,"plate_plastic_green","['plate']","list4"
"","['yes']",NA,"['color']","[89, 'no']","['green']","12","['green']","['wood']","",119,2.51268333333333,"box_wood_green","['box']","list4"
"","['no']",NA,"['material']","[155, 'no']","['purple']","13","['rubber']","['wood']","",119,2.51268333333333,"chair_wood_purple","['chair']","list4"
"","['yes']",NA,"['color']","[198, 'yes']","['purple']","14","['purple']","['metal']","",119,2.51268333333333,"chair_metal_purple","['chair']","list4"
"","['no']",NA,"['color']","[112, 'yes']","['silver']","15","['clear']","['metal']","",119,2.51268333333333,"cup_metal_original","['cup']","list4"
