"utterance","rt","response","object","Answer.time_in_minutes","workerid","slide_number_in_experiment","speaker_cond"
"bowl",3631,"[0.79, 0.12]","bowl_metal_green",2.05676666666667,22,29,"list2"
"bot_check",0,"Susan","Susan",3.22941666666667,23,1,"list2"
"bowl",7095,"[0.97, 0.99]","bowl_glass_original",3.22941666666667,23,3,"list2"
"pitcher",3704,"[0.99, 0.97]","pitcher_plastic_blue",3.22941666666667,23,4,"list2"
"chair",5068,"[0.99, 0.53]","chair_plastic_green",3.22941666666667,23,5,"list2"
"plate",5047,"[0.98, 0.98]","plate_paper_original",3.22941666666667,23,6,"list2"
"boot",22585,"[0.99, 0.99]","boot_leather_original",3.22941666666667,23,7,"list2"
"chair",7060,"[0.98, 0.97]","chair_metal_original",3.22941666666667,23,8,"list2"
"table",3807,"[0.98, 0.98]","table_wood_original",3.22941666666667,23,9,"list2"
"bottle",5752,"[0.97, 0.98]","bottle_plastic_blue",3.22941666666667,23,10,"list2"
"bottle",4855,"[0.97, 0.99]","bottle_glass_green",3.22941666666667,23,11,"list2"
"spoon",5406,"[0.97, 0.71]","spoon_metal_blue",3.22941666666667,23,12,"list2"
"cup",5071,"[0.99, 0.21]","cup_metal_green",3.22941666666667,23,13,"list2"
"bowl",5455,"[0.99, 0.07]","bowl_metal_green",3.22941666666667,23,14,"list2"
"box",5719,"[0.97, 0.01]","box_cardboard_blue",3.22941666666667,23,15,"list2"
"box",14128,"[0.99, 0.99]","box_wood_original",3.22941666666667,23,16,"list2"
"plate",6066,"[0.98, 0.4]","plate_plastic_original",3.22941666666667,23,17,"list2"
"spoon",3769,"[0.97, 0.98]","spoon_plastic_original",3.22941666666667,23,18,"list2"
"cup",3162,"[0.99, 0.38]","cup_plastic_green",3.22941666666667,23,19,"list2"
"jacket",3757,"[0.98, 0.99]","jacket_leather_original",3.22941666666667,23,20,"list2"
"bag",4573,"[0.98, 0.16]","bag_plastic_blue",3.22941666666667,23,21,"list2"
"chair",5494,"[0.97, 0]","chair_wood_purple",3.22941666666667,23,22,"list2"
"table",4640,"[0.97, 0.04]","table_metal_blue",3.22941666666667,23,23,"list2"
"pitcher",4925,"[0.97, 0.03]","pitcher_metal_green",3.22941666666667,23,24,"list2"
"jacket",4912,"[0.99, 0.16]","jacket_denim_purple",3.22941666666667,23,25,"list2"
"boot",3838,"[1, 0.96]","boot_rubber_brown",3.22941666666667,23,26,"list2"
"pitcher",3863,"[0.98, 0.98]","pitcher_glass_original",3.22941666666667,23,27,"list2"
"spoon",3375,"[0.97, 0.17]","spoon_wood_green",3.22941666666667,23,28,"list2"
"bag",3960,"[0.98, 0.47]","bag_paper_green",3.22941666666667,23,29,"list2"
"bot_check",0,"Patricia ","Patricia",3.44011666666667,24,1,"list2"
"bot_check",0,"Patricia ","Patricia",3.44011666666667,24,1,"list2"
"bot_check",0,"Patricia","Patricia",3.44011666666667,24,1,"list2"
"box",9248,"[0.87, 0.25]","box_cardboard_blue",3.44011666666667,24,3,"list2"
"spoon",3827,"[0.92, 0.89]","spoon_plastic_original",3.44011666666667,24,4,"list2"
"chair",5445,"[0.61, 0.4]","chair_plastic_green",3.44011666666667,24,5,"list2"
"bowl",6793,"[0.68, 0.43]","bowl_metal_green",3.44011666666667,24,6,"list2"
"box",5136,"[0.8, 0.81]","box_wood_original",3.44011666666667,24,7,"list2"
"bottle",28391,"[0.73, 0.74]","bottle_glass_green",3.44011666666667,24,8,"list2"
"bag",5854,"[0.75, 0.22]","bag_paper_green",3.44011666666667,24,9,"list2"
"table",4356,"[0.87, 0.88]","table_wood_original",3.44011666666667,24,10,"list2"
"chair",5026,"[0.47, 0.46]","chair_metal_original",3.44011666666667,24,11,"list2"
"plate",5520,"[0.81, 0.48]","plate_plastic_original",3.44011666666667,24,12,"list2"
"pitcher",3277,"[0.84, 0.91]","pitcher_glass_original",3.44011666666667,24,13,"list2"
"table",6011,"[0.58, 0.3]","table_metal_blue",3.44011666666667,24,14,"list2"
"bag",4050,"[0.74, 0.66]","bag_plastic_blue",3.44011666666667,24,15,"list2"
"jacket",5426,"[0.98, 0.98]","jacket_leather_original",3.44011666666667,24,16,"list2"
"bottle",5491,"[0.82, 0.74]","bottle_plastic_blue",3.44011666666667,24,17,"list2"
"plate",3587,"[0.95, 0.97]","plate_paper_original",3.44011666666667,24,18,"list2"
"boot",5192,"[1, 1]","boot_leather_original",3.44011666666667,24,19,"list2"
"boot",5316,"[0.88, 0.53]","boot_rubber_brown",3.44011666666667,24,20,"list2"
"bowl",7442,"[0.63, 0.5]","bowl_glass_original",3.44011666666667,24,21,"list2"
"pitcher",4520,"[0.88, 0.49]","pitcher_plastic_blue",3.44011666666667,24,22,"list2"
"cup",8379,"[0.77, 0.59]","cup_plastic_green",3.44011666666667,24,23,"list2"
"spoon",4636,"[0.55, 0.45]","spoon_wood_green",3.44011666666667,24,24,"list2"
"cup",5919,"[0.72, 0.52]","cup_metal_green",3.44011666666667,24,25,"list2"
"chair",6403,"[0.8, 0.22]","chair_wood_purple",3.44011666666667,24,26,"list2"
"jacket",3774,"[0.87, 0.88]","jacket_denim_purple",3.44011666666667,24,27,"list2"
"pitcher",8920,"[0.39, 0.35]","pitcher_metal_green",3.44011666666667,24,28,"list2"
"spoon",15448,"[0.93, 0.53]","spoon_metal_blue",3.44011666666667,24,29,"list2"
"bot_check",0,"Margaret","Margaret",3.39055,25,1,"list2"
"chair",5003,"[1, 1]","chair_metal_original",3.39055,25,3,"list2"
"bottle",2833,"[1, 1]","bottle_plastic_blue",3.39055,25,4,"list2"
"boot",2831,"[1, 1]","boot_leather_original",3.39055,25,5,"list2"
"box",3273,"[1, 1]","box_wood_original",3.39055,25,6,"list2"
"spoon",3016,"[1, 1]","spoon_plastic_original",3.39055,25,7,"list2"
"cup",6287,"[0.53, 0.16]","cup_metal_green",3.39055,25,8,"list2"
"cup",4120,"[1, 0.36]","cup_plastic_green",3.39055,25,9,"list2"
"pitcher",2791,"[1, 1]","pitcher_glass_original",3.39055,25,10,"list2"
"boot",2559,"[1, 1]","boot_rubber_brown",3.39055,25,11,"list2"
"box",5552,"[1, 0.24]","box_cardboard_blue",3.39055,25,12,"list2"
"bag",5608,"[1, 0.5]","bag_plastic_blue",3.39055,25,13,"list2"
"spoon",5551,"[1, 0.21]","spoon_metal_blue",3.39055,25,14,"list2"
"jacket",35024,"[1, 1]","jacket_leather_original",3.39055,25,15,"list2"
"bottle",3719,"[1, 0.39]","bottle_glass_green",3.39055,25,16,"list2"
"chair",5416,"[1, 0]","chair_wood_purple",3.39055,25,17,"list2"
"bag",3233,"[1, 0.23]","bag_paper_green",3.39055,25,18,"list2"
"bowl",3824,"[0.51, 0.31]","bowl_metal_green",3.39055,25,19,"list2"
"spoon",3975,"[1, 0]","spoon_wood_green",3.39055,25,20,"list2"
"chair",3192,"[1, 0.19]","chair_plastic_green",3.39055,25,21,"list2"
"pitcher",3175,"[1, 0.05]","pitcher_metal_green",3.39055,25,22,"list2"
"pitcher",2991,"[1, 1]","pitcher_plastic_blue",3.39055,25,23,"list2"
"plate",4832,"[1, 0.79]","plate_plastic_original",3.39055,25,24,"list2"
"jacket",4208,"[1, 0.15]","jacket_denim_purple",3.39055,25,25,"list2"
"table",3105,"[1, 0.2]","table_metal_blue",3.39055,25,26,"list2"
"plate",2471,"[1, 1]","plate_paper_original",3.39055,25,27,"list2"
"table",2504,"[1, 1]","table_wood_original",3.39055,25,28,"list2"
"bowl",3009,"[1, 1]","bowl_glass_original",3.39055,25,29,"list2"
"bot_check",0,"","Jessica",5.89643333333333,26,1,"list2"
"bot_check",0,"jessica","Jessica",5.89643333333333,26,1,"list2"
"table",9334,"[0.94, 0.91]","table_wood_original",5.89643333333333,26,3,"list2"
"pitcher",9503,"[0.6, 0.86]","pitcher_glass_original",5.89643333333333,26,4,"list2"
"box",10456,"[0.18, 0.76]","box_wood_original",5.89643333333333,26,5,"list2"
"jacket",7664,"[0.96, 0.82]","jacket_denim_purple",5.89643333333333,26,6,"list2"
"chair",10423,"[0.91, 0.06]","chair_wood_purple",5.89643333333333,26,7,"list2"
"bowl",6415,"[0.91, 0.12]","bowl_metal_green",5.89643333333333,26,8,"list2"
"boot",9680,"[0.1, 0.05]","boot_rubber_brown",5.89643333333333,26,9,"list2"
"bottle",9286,"[0.93, 0.95]","bottle_glass_green",5.89643333333333,26,10,"list2"
"boot",18993,"[0.86, 0.95]","boot_leather_original",5.89643333333333,26,11,"list2"
"spoon",14359,"[0.92, 0.43]","spoon_plastic_original",5.89643333333333,26,12,"list2"
"pitcher",11984,"[0.2, 0.08]","pitcher_metal_green",5.89643333333333,26,13,"list2"
"cup",10767,"[0.9, 0.04]","cup_metal_green",5.89643333333333,26,14,"list2"
"bottle",38720,"[0.7, 0.78]","bottle_plastic_blue",5.89643333333333,26,15,"list2"
"spoon",10679,"[0.03, 0.07]","spoon_wood_green",5.89643333333333,26,16,"list2"
"bag",8247,"[0.9, 0.17]","bag_paper_green",5.89643333333333,26,17,"list2"
"plate",10135,"[0.06, 0.87]","plate_plastic_original",5.89643333333333,26,18,"list2"
"cup",8207,"[0.1, 0.95]","cup_plastic_green",5.89643333333333,26,19,"list2"
"table",9992,"[0.82, 0.08]","table_metal_blue",5.89643333333333,26,20,"list2"
"pitcher",49176,"[0.89, 0.94]","pitcher_plastic_blue",5.89643333333333,26,21,"list2"
"box",6481,"[0.93, 0.08]","box_cardboard_blue",5.89643333333333,26,22,"list2"
"chair",4895,"[0.93, 0.06]","chair_plastic_green",5.89643333333333,26,23,"list2"
"spoon",5951,"[0.07, 0.04]","spoon_metal_blue",5.89643333333333,26,24,"list2"
"bowl",11818,"[0.9, 0.97]","bowl_glass_original",5.89643333333333,26,25,"list2"
"chair",5542,"[0.95, 0.86]","chair_metal_original",5.89643333333333,26,26,"list2"
"plate",4960,"[0.92, 0.94]","plate_paper_original",5.89643333333333,26,27,"list2"
"bag",17303,"[0.93, 0.94]","bag_plastic_blue",5.89643333333333,26,28,"list2"
"jacket",7008,"[0.98, 0.89]","jacket_leather_original",5.89643333333333,26,29,"list2"
"bot_check",0,"Linda","Linda",2.26991666666667,27,1,"list2"
"pitcher",5277,"[0.92, 0.66]","pitcher_plastic_blue",2.26991666666667,27,3,"list2"
"chair",4489,"[0.93, 0.46]","chair_plastic_green",2.26991666666667,27,4,"list2"
"spoon",6557,"[0.15, 0.05]","spoon_metal_blue",2.26991666666667,27,5,"list2"
"cup",5054,"[0.94, 0.17]","cup_plastic_green",2.26991666666667,27,6,"list2"
"jacket",9065,"[0.85, 0.97]","jacket_leather_original",2.26991666666667,27,7,"list2"
"pitcher",7722,"[0.64, 0.05]","pitcher_metal_green",2.26991666666667,27,8,"list2"
"bowl",3316,"[0.79, 0.82]","bowl_glass_original",2.26991666666667,27,9,"list2"
"bottle",3638,"[0.99, 0.79]","bottle_glass_green",2.26991666666667,27,10,"list2"
"cup",3832,"[0.96, 0.19]","cup_metal_green",2.26991666666667,27,11,"list2"
"bag",3454,"[0.96, 0.54]","bag_paper_green",2.26991666666667,27,12,"list2"
"plate",3267,"[0.95, 0.95]","plate_paper_original",2.26991666666667,27,13,"list2"
"table",3510,"[0.9, 0.86]","table_wood_original",2.26991666666667,27,14,"list2"
"chair",5635,"[0.9, 0.19]","chair_wood_purple",2.26991666666667,27,15,"list2"
"bag",3080,"[0.86, 0.33]","bag_plastic_blue",2.26991666666667,27,16,"list2"
"plate",4537,"[0.87, 0.45]","plate_plastic_original",2.26991666666667,27,17,"list2"
"chair",6257,"[0.48, 0.54]","chair_metal_original",2.26991666666667,27,18,"list2"
"box",3397,"[0.95, 0.93]","box_wood_original",2.26991666666667,27,19,"list2"
"spoon",4948,"[0.49, 0.35]","spoon_wood_green",2.26991666666667,27,20,"list2"
"boot",3259,"[0.68, 0.75]","boot_rubber_brown",2.26991666666667,27,21,"list2"
"bowl",3946,"[0.52, 0.26]","bowl_metal_green",2.26991666666667,27,22,"list2"
"bottle",3058,"[0.96, 0.88]","bottle_plastic_blue",2.26991666666667,27,23,"list2"
"spoon",3008,"[0.94, 0.95]","spoon_plastic_original",2.26991666666667,27,24,"list2"
"jacket",4916,"[0.52, 0.07]","jacket_denim_purple",2.26991666666667,27,25,"list2"
"pitcher",3389,"[0.89, 0.89]","pitcher_glass_original",2.26991666666667,27,26,"list2"
"boot",2976,"[0.97, 0.97]","boot_leather_original",2.26991666666667,27,27,"list2"
"box",5402,"[0.8, 0.36]","box_cardboard_blue",2.26991666666667,27,28,"list2"
"table",4867,"[0.57, 0.3]","table_metal_blue",2.26991666666667,27,29,"list2"
"bot_check",0,"sarah","Sarah",2.49036666666667,28,1,"list2"
"bag",49504,"[0.77, 0.9]","bag_plastic_blue",2.49036666666667,28,3,"list2"
"chair",6109,"[0.95, 0.89]","chair_wood_purple",2.49036666666667,28,4,"list2"
"table",3040,"[0.71, 0.88]","table_metal_blue",2.49036666666667,28,5,"list2"
"bag",4420,"[0.9, 0.7]","bag_paper_green",2.49036666666667,28,6,"list2"
"jacket",4734,"[0.94, 1]","jacket_leather_original",2.49036666666667,28,7,"list2"
"boot",4479,"[0.67, 0.25]","boot_rubber_brown",2.49036666666667,28,8,"list2"
"plate",7454,"[0.84, 0.38]","plate_plastic_original",2.49036666666667,28,9,"list2"
"plate",2512,"[0.99, 0.92]","plate_paper_original",2.49036666666667,28,10,"list2"
"bowl",4037,"[0.95, 0.31]","bowl_metal_green",2.49036666666667,28,11,"list2"
"box",4004,"[0.99, 0.27]","box_cardboard_blue",2.49036666666667,28,12,"list2"
"pitcher",2550,"[0.97, 0.96]","pitcher_glass_original",2.49036666666667,28,13,"list2"
"box",3032,"[0.97, 0.95]","box_wood_original",2.49036666666667,28,14,"list2"
"boot",2800,"[0.96, 0.98]","boot_leather_original",2.49036666666667,28,15,"list2"
"jacket",2631,"[0.97, 0.61]","jacket_denim_purple",2.49036666666667,28,16,"list2"
"bottle",2488,"[0.95, 0.97]","bottle_glass_green",2.49036666666667,28,17,"list2"
"pitcher",2271,"[0.96, 0.43]","pitcher_plastic_blue",2.49036666666667,28,18,"list2"
"bowl",2536,"[0.96, 0.95]","bowl_glass_original",2.49036666666667,28,19,"list2"
"cup",2789,"[0.97, 0.47]","cup_plastic_green",2.49036666666667,28,20,"list2"
"bottle",2153,"[0.96, 0.85]","bottle_plastic_blue",2.49036666666667,28,21,"list2"
"cup",1895,"[0.96, 0.17]","cup_metal_green",2.49036666666667,28,22,"list2"
"pitcher",2649,"[0.91, 0.28]","pitcher_metal_green",2.49036666666667,28,23,"list2"
"spoon",2616,"[0.94, 0.94]","spoon_plastic_original",2.49036666666667,28,24,"list2"
"spoon",1880,"[0.94, 0.24]","spoon_metal_blue",2.49036666666667,28,25,"list2"
"chair",1873,"[0.97, 0.14]","chair_plastic_green",2.49036666666667,28,26,"list2"
"spoon",1959,"[0.96, 0.2]","spoon_wood_green",2.49036666666667,28,27,"list2"
"table",2513,"[0.95, 0.92]","table_wood_original",2.49036666666667,28,28,"list2"
"chair",5847,"[0.96, 0.87]","chair_metal_original",2.49036666666667,28,29,"list2"
"bot_check",0,"Elizabeth","Elizabeth",8.33463333333333,29,1,"list2"
"table",5969,"[0.87, 0.16]","table_metal_blue",8.33463333333333,29,3,"list2"
"bag",4512,"[1, 0.75]","bag_plastic_blue",8.33463333333333,29,4,"list2"
"cup",4246,"[0.52, 0.1]","cup_metal_green",8.33463333333333,29,5,"list2"
"pitcher",4593,"[1, 1]","pitcher_glass_original",8.33463333333333,29,6,"list2"
"spoon",4261,"[0.91, 0.48]","spoon_wood_green",8.33463333333333,29,7,"list2"
"chair",12287,"[1, 0.24]","chair_plastic_green",8.33463333333333,29,8,"list2"
"bowl",15219,"[0.62, 0.18]","bowl_metal_green",8.33463333333333,29,9,"list2"
"pitcher",4275,"[0.4, 0.12]","pitcher_metal_green",8.33463333333333,29,10,"list2"
"pitcher",55883,"[1, 0.45]","pitcher_plastic_blue",8.33463333333333,29,11,"list2"
"box",3308,"[1, 1]","box_wood_original",8.33463333333333,29,12,"list2"
"bottle",13167,"[0.84, 0.45]","bottle_plastic_blue",8.33463333333333,29,13,"list2"
"spoon",36869,"[1, 0.77]","spoon_plastic_original",8.33463333333333,29,14,"list2"
"jacket",63402,"[1, 0.88]","jacket_leather_original",8.33463333333333,29,15,"list2"
"bottle",33868,"[1, 0.56]","bottle_glass_green",8.33463333333333,29,16,"list2"
"plate",7034,"[0.51, 0.13]","plate_plastic_original",8.33463333333333,29,17,"list2"
"boot",3983,"[1, 0.86]","boot_leather_original",8.33463333333333,29,18,"list2"
"bowl",38981,"[1, 0.99]","bowl_glass_original",8.33463333333333,29,19,"list2"
"chair",4581,"[0.54, 0.42]","chair_metal_original",8.33463333333333,29,20,"list2"
"plate",107356,"[1, 1]","plate_paper_original",8.33463333333333,29,21,"list2"
"table",3212,"[1, 1]","table_wood_original",8.33463333333333,29,22,"list2"
"boot",9549,"[0.78, 0.89]","boot_rubber_brown",8.33463333333333,29,23,"list2"
"bag",14902,"[0.75, 0.19]","bag_paper_green",8.33463333333333,29,24,"list2"
"jacket",4138,"[0.57, 0.11]","jacket_denim_purple",8.33463333333333,29,25,"list2"
"cup",6267,"[1, 0.2]","cup_plastic_green",8.33463333333333,29,26,"list2"
"spoon",6433,"[0.6, 0.06]","spoon_metal_blue",8.33463333333333,29,27,"list2"
"box",3982,"[1, 0]","box_cardboard_blue",8.33463333333333,29,28,"list2"
"chair",4520,"[0.86, 0.22]","chair_wood_purple",8.33463333333333,29,29,"list2"
"bot_check",0,"Linda","Linda",3.31398333333333,30,1,"list3"
"bottle",9094,"[0.78, 0.61]","bottle_plastic_green",3.31398333333333,30,3,"list3"
"chair",9679,"[0.78, 0.26]","chair_metal_purple",3.31398333333333,30,4,"list3"
"spoon",8295,"[0.3, 0.1]","spoon_metal_green",3.31398333333333,30,5,"list3"
"table",3656,"[0.8, 0.27]","table_wood_blue",3.31398333333333,30,6,"list3"
"box",5424,"[0.76, 0.39]","box_cardboard_green",3.31398333333333,30,7,"list3"
"jacket",7426,"[0.95, 0.98]","jacket_leather_purple",3.31398333333333,30,8,"list3"
"chair",4303,"[0.82, 0.9]","chair_plastic_original",3.31398333333333,30,9,"list3"
"pitcher",4377,"[0.61, 0.47]","pitcher_plastic_green",3.31398333333333,30,10,"list3"
"spoon",4478,"[0.67, 0.4]","spoon_plastic_blue",3.31398333333333,30,11,"list3"
"bottle",3975,"[0.88, 0.91]","bottle_glass_original",3.31398333333333,30,12,"list3"
"plate",4879,"[0.81, 0.37]","plate_plastic_pink",3.31398333333333,30,13,"list3"
"chair",4993,"[0.71, 0.34]","chair_wood_green",3.31398333333333,30,14,"list3"
"bowl",5356,"[0.97, 0.93]","bowl_glass_blue",3.31398333333333,30,15,"list3"
"spoon",5835,"[0.76, 0.82]","spoon_wood_original",3.31398333333333,30,16,"list3"
"jacket",8632,"[0.81, 0.78]","jacket_denim_green",3.31398333333333,30,17,"list3"
"plate",6967,"[0.7, 0.36]","plate_paper_blue",3.31398333333333,30,18,"list3"
"cup",3367,"[0.71, 0.79]","cup_metal_original",3.31398333333333,30,19,"list3"
"pitcher",4434,"[0.88, 0.92]","pitcher_metal_original",3.31398333333333,30,20,"list3"
"box",5607,"[0.63, 0.38]","box_wood_blue",3.31398333333333,30,21,"list3"
"bag",20982,"[0.47, 0.17]","bag_plastic_green",3.31398333333333,30,22,"list3"
"table",4632,"[0.4, 0.26]","table_metal_green",3.31398333333333,30,23,"list3"
"boot",5872,"[0.6, 0.34]","boot_rubber_original",3.31398333333333,30,24,"list3"
"bowl",9599,"[0.76, 0.5]","bowl_metal_original",3.31398333333333,30,25,"list3"
"boot",10432,"[0.3, 0.21]","boot_leather_green",3.31398333333333,30,26,"list3"
"cup",3634,"[0.65, 0.33]","cup_plastic_blue",3.31398333333333,30,27,"list3"
"pitcher",3694,"[0.39, 0.25]","pitcher_glass_blue",3.31398333333333,30,28,"list3"
"bag",3248,"[0.83, 0.94]","bag_paper_original",3.31398333333333,30,29,"list3"
"bot_check",0,"Jennifer","Jennifer",3.55168333333333,31,1,"list3"
"table",11809,"[0.76, 0.34]","table_wood_blue",3.55168333333333,31,3,"list3"
"spoon",6619,"[0.84, 0.55]","spoon_plastic_blue",3.55168333333333,31,4,"list3"
"pitcher",5619,"[0.97, 0.51]","pitcher_plastic_green",3.55168333333333,31,5,"list3"
"chair",12651,"[0.19, 0.48]","chair_plastic_original",3.55168333333333,31,6,"list3"
"box",9909,"[0.78, 0.28]","box_wood_blue",3.55168333333333,31,7,"list3"
"spoon",5564,"[0.97, 0.98]","spoon_wood_original",3.55168333333333,31,8,"list3"
"plate",7483,"[0.72, 0.29]","plate_paper_blue",3.55168333333333,31,9,"list3"
"pitcher",6632,"[0.96, 0.97]","pitcher_glass_blue",3.55168333333333,31,10,"list3"
"spoon",5327,"[0.35, 0.31]","spoon_metal_green",3.55168333333333,31,11,"list3"
"bowl",3865,"[0.97, 1]","bowl_glass_blue",3.55168333333333,31,12,"list3"
"cup",4162,"[0.98, 1]","cup_plastic_blue",3.55168333333333,31,13,"list3"
"bowl",3093,"[1, 1]","bowl_metal_original",3.55168333333333,31,14,"list3"
"jacket",4650,"[1, 0.8]","jacket_denim_green",3.55168333333333,31,15,"list3"
"bag",3662,"[1, 0.91]","bag_plastic_green",3.55168333333333,31,16,"list3"
"box",4442,"[0.98, 0.15]","box_cardboard_green",3.55168333333333,31,17,"list3"
"plate",6102,"[0.99, 0.74]","plate_plastic_pink",3.55168333333333,31,18,"list3"
"bottle",3485,"[1, 1]","bottle_glass_original",3.55168333333333,31,19,"list3"
"boot",7263,"[0.98, 0.98]","boot_rubber_original",3.55168333333333,31,20,"list3"
"jacket",4241,"[0.96, 0.52]","jacket_leather_purple",3.55168333333333,31,21,"list3"
"chair",4824,"[1, 0.18]","chair_metal_purple",3.55168333333333,31,22,"list3"
"table",3924,"[0.99, 0.15]","table_metal_green",3.55168333333333,31,23,"list3"
"bag",3362,"[0.97, 1]","bag_paper_original",3.55168333333333,31,24,"list3"
"bottle",5034,"[0.99, 1]","bottle_plastic_green",3.55168333333333,31,25,"list3"
"boot",3266,"[0.99, 0.22]","boot_leather_green",3.55168333333333,31,26,"list3"
"cup",2966,"[1, 0.98]","cup_metal_original",3.55168333333333,31,27,"list3"
"chair",9775,"[0.88, 0.22]","chair_wood_green",3.55168333333333,31,28,"list3"
"pitcher",3197,"[0.99, 0.97]","pitcher_metal_original",3.55168333333333,31,29,"list3"
"bot_check",0,"mary","Mary",1.45143333333333,32,1,"list3"
"boot",6175,"[0.57, 0.52]","boot_leather_green",1.45143333333333,32,3,"list3"
"bottle",3432,"[0.69, 0.61]","bottle_glass_original",1.45143333333333,32,4,"list3"
"table",2767,"[0.5, 0.41]","table_metal_green",1.45143333333333,32,5,"list3"
"cup",2468,"[0.59, 0.56]","cup_plastic_blue",1.45143333333333,32,6,"list3"
"chair",3144,"[0.37, 0.36]","chair_metal_purple",1.45143333333333,32,7,"list3"
"bag",2692,"[0.39, 0.27]","bag_plastic_green",1.45143333333333,32,8,"list3"
"chair",2660,"[0.51, 0.5]","chair_plastic_original",1.45143333333333,32,9,"list3"
"plate",2445,"[0.53, 0.53]","plate_plastic_pink",1.45143333333333,32,10,"list3"
"spoon",2143,"[0.45, 0.43]","spoon_wood_original",1.45143333333333,32,11,"list3"
"cup",3037,"[0.61, 0.39]","cup_metal_original",1.45143333333333,32,12,"list3"
"pitcher",2598,"[0.43, 0.25]","pitcher_plastic_green",1.45143333333333,32,13,"list3"
"bag",2930,"[0.53, 0.5]","bag_paper_original",1.45143333333333,32,14,"list3"
"pitcher",5436,"[0.53, 0.5]","pitcher_metal_original",1.45143333333333,32,15,"list3"
"table",2722,"[0.38, 0.42]","table_wood_blue",1.45143333333333,32,16,"list3"
"jacket",2698,"[0.62, 0.38]","jacket_denim_green",1.45143333333333,32,17,"list3"
"bottle",2405,"[0.49, 0.5]","bottle_plastic_green",1.45143333333333,32,18,"list3"
"bowl",2005,"[0.68, 0.57]","bowl_metal_original",1.45143333333333,32,19,"list3"
"spoon",2736,"[0.47, 0.24]","spoon_plastic_blue",1.45143333333333,32,20,"list3"
"pitcher",2411,"[0.54, 0.33]","pitcher_glass_blue",1.45143333333333,32,21,"list3"
"boot",2976,"[0.54, 0.35]","boot_rubber_original",1.45143333333333,32,22,"list3"
"jacket",3052,"[0.47, 0.4]","jacket_leather_purple",1.45143333333333,32,23,"list3"
"plate",2336,"[0.36, 0.39]","plate_paper_blue",1.45143333333333,32,24,"list3"
"box",2023,"[0.3, 0.35]","box_wood_blue",1.45143333333333,32,25,"list3"
"chair",1879,"[0.35, 0.37]","chair_wood_green",1.45143333333333,32,26,"list3"
"spoon",2406,"[0.3, 0.29]","spoon_metal_green",1.45143333333333,32,27,"list3"
"box",1990,"[0.3, 0.21]","box_cardboard_green",1.45143333333333,32,28,"list3"
"bowl",2690,"[0.45, 0.36]","bowl_glass_blue",1.45143333333333,32,29,"list3"
"bot_check",0,"Jessica","Jessica",4.47446666666667,33,1,"list3"
"jacket",7664,"[0.87, 0.37]","jacket_denim_green",4.47446666666667,33,3,"list3"
"chair",8936,"[0.76, 0.36]","chair_metal_purple",4.47446666666667,33,4,"list3"
"table",7694,"[0.66, 0.1]","table_metal_green",4.47446666666667,33,5,"list3"
"plate",8124,"[0.8, 0.66]","plate_plastic_pink",4.47446666666667,33,6,"list3"
"bottle",9207,"[0.7, 1]","bottle_glass_original",4.47446666666667,33,7,"list3"
"spoon",7785,"[0.95, 0.64]","spoon_plastic_blue",4.47446666666667,33,8,"list3"
"chair",7282,"[0.86, 0.05]","chair_wood_green",4.47446666666667,33,9,"list3"
"pitcher",9951,"[0.85, 0.6]","pitcher_glass_blue",4.47446666666667,33,10,"list3"
"box",6867,"[0.86, 0.09]","box_cardboard_green",4.47446666666667,33,11,"list3"
"boot",7363,"[0.8, 0.23]","boot_leather_green",4.47446666666667,33,12,"list3"
"bowl",7821,"[0.91, 0.98]","bowl_metal_original",4.47446666666667,33,13,"list3"
"spoon",16193,"[0.36, 0.08]","spoon_metal_green",4.47446666666667,33,14,"list3"
"table",9514,"[0.86, 0.33]","table_wood_blue",4.47446666666667,33,15,"list3"
"cup",16523,"[0.19, 0.35]","cup_metal_original",4.47446666666667,33,16,"list3"
"boot",9205,"[0.81, 0.98]","boot_rubber_original",4.47446666666667,33,17,"list3"
"jacket",7731,"[0.99, 0.38]","jacket_leather_purple",4.47446666666667,33,18,"list3"
"pitcher",11062,"[0.81, 0.51]","pitcher_plastic_green",4.47446666666667,33,19,"list3"
"spoon",6189,"[0.93, 0.97]","spoon_wood_original",4.47446666666667,33,20,"list3"
"chair",9904,"[0.77, 0.49]","chair_plastic_original",4.47446666666667,33,21,"list3"
"plate",6083,"[0.89, 0.71]","plate_paper_blue",4.47446666666667,33,22,"list3"
"bag",9430,"[0.41, 0.16]","bag_plastic_green",4.47446666666667,33,23,"list3"
"cup",6030,"[0.82, 0.76]","cup_plastic_blue",4.47446666666667,33,24,"list3"
"bottle",6309,"[0.58, 0.57]","bottle_plastic_green",4.47446666666667,33,25,"list3"
"bowl",10173,"[0.71, 0.77]","bowl_glass_blue",4.47446666666667,33,26,"list3"
"pitcher",9474,"[0.13, 0.31]","pitcher_metal_original",4.47446666666667,33,27,"list3"
"box",9414,"[0.78, 0.36]","box_wood_blue",4.47446666666667,33,28,"list3"
"bag",9993,"[0.83, 0.86]","bag_paper_original",4.47446666666667,33,29,"list3"
"bot_check",0,"Sarah","Sarah",5.70176666666667,34,1,"list3"
"table",2726,"[0.57, 0.69]","table_metal_green",5.70176666666667,34,3,"list3"
"bag",8175,"[0.72, 0.55]","bag_plastic_green",5.70176666666667,34,4,"list3"
